Nilai_Matematika,Nilai_IPA,Nilai_Bahasa_Inggris,Minat,Bakat,Jurusan
93,100,77,Teknologi,Praktis,Teknik Elektro
91,98,71,Teknologi,Praktis,Teknik Elektro
95,95,79,Teknologi,Praktis,Teknik Elektro
91,98,75,Teknologi,Praktis,Teknik Elektro
95,95,76,Teknologi,Praktis,Teknik Elektro
92,94,71,Teknologi,Praktis,Teknik Elektro
90,100,73,Teknologi,Praktis,Teknik Elektro
90,93,75,Teknologi,Praktis,Teknik Elektro
93,100,78,Teknologi,Praktis,Teknik Elektro
93,94,77,Teknologi,Praktis,Teknik Elektro
92,99,75,Teknologi,Praktis,Teknik Elektro
93,100,78,Teknologi,Praktis,Teknik Elektro
94,100,74,Teknologi,Praktis,Teknik Elektro
93,95,80,Teknologi,Praktis,Teknik Elektro
95,96,78,Teknologi,Praktis,Teknik Elektro
93,94,78,Teknologi,Praktis,Teknik Elektro
93,94,77,Teknologi,Praktis,Teknik Elektro
93,94,70,Teknologi,Praktis,Teknik Elektro
95,95,75,Teknologi,Praktis,Teknik Elektro
92,93,80,Teknologi,Praktis,Teknik Elektro
94,98,80,Teknologi,Praktis,Teknik Elektro
90,98,79,Teknologi,Praktis,Teknik Elektro
90,93,80,Teknologi,Praktis,Teknik Elektro
95,94,77,Teknologi,Praktis,Teknik Elektro
94,99,72,Teknologi,Praktis,Teknik Elektro
92,100,77,Teknologi,Praktis,Teknik Elektro
95,95,78,Teknologi,Praktis,Teknik Elektro
91,99,76,Teknologi,Praktis,Teknik Elektro
91,95,70,Teknologi,Praktis,Teknik Elektro
93,93,74,Teknologi,Praktis,Teknik Elektro
92,99,71,Teknologi,Praktis,Teknik Elektro
93,98,75,Teknologi,Praktis,Teknik Elektro
92,97,74,Teknologi,Praktis,Teknik Elektro
94,97,77,Teknologi,Praktis,Teknik Elektro
95,97,77,Teknologi,Praktis,Teknik Elektro
94,95,80,Teknologi,Praktis,Teknik Elektro
95,99,70,Teknologi,Praktis,Teknik Elektro
90,99,72,Teknologi,Praktis,Teknik Elektro
94,96,76,Teknologi,Praktis,Teknik Elektro
92,100,70,Teknologi,Praktis,Teknik Elektro
90,97,76,Teknologi,Praktis,Teknik Elektro
90,98,78,Teknologi,Praktis,Teknik Elektro
93,99,79,Teknologi,Praktis,Teknik Elektro
95,99,79,Teknologi,Praktis,Teknik Elektro
93,97,70,Teknologi,Praktis,Teknik Elektro
90,99,78,Teknologi,Praktis,Teknik Elektro
93,99,76,Teknologi,Praktis,Teknik Elektro
93,95,75,Teknologi,Praktis,Teknik Elektro
92,99,75,Teknologi,Praktis,Teknik Elektro
91,96,79,Teknologi,Praktis,Teknik Elektro
90,93,70,Teknologi,Praktis,Teknik Elektro
90,94,70,Teknologi,Praktis,Teknik Elektro
91,98,76,Teknologi,Praktis,Teknik Elektro
90,93,78,Teknologi,Praktis,Teknik Elektro
90,100,78,Teknologi,Praktis,Teknik Elektro
94,100,72,Teknologi,Praktis,Teknik Elektro
91,94,72,Teknologi,Praktis,Teknik Elektro
95,93,80,Teknologi,Praktis,Teknik Elektro
94,93,76,Teknologi,Praktis,Teknik Elektro
91,98,72,Teknologi,Praktis,Teknik Elektro
94,97,77,Teknologi,Praktis,Teknik Elektro
94,93,77,Teknologi,Praktis,Teknik Elektro
95,95,78,Teknologi,Praktis,Teknik Elektro
93,98,70,Teknologi,Praktis,Teknik Elektro
93,95,80,Teknologi,Praktis,Teknik Elektro
95,93,78,Teknologi,Praktis,Teknik Elektro
92,96,74,Teknologi,Praktis,Teknik Elektro
91,96,78,Teknologi,Praktis,Teknik Elektro
92,99,72,Teknologi,Praktis,Teknik Elektro
94,98,78,Teknologi,Praktis,Teknik Elektro
94,93,76,Teknologi,Praktis,Teknik Elektro
94,94,78,Teknologi,Praktis,Teknik Elektro
91,96,75,Teknologi,Praktis,Teknik Elektro
93,100,73,Teknologi,Praktis,Teknik Elektro
90,93,80,Teknologi,Praktis,Teknik Elektro
93,94,71,Teknologi,Praktis,Teknik Elektro
93,95,72,Teknologi,Praktis,Teknik Elektro
95,95,80,Teknologi,Praktis,Teknik Elektro
95,95,76,Teknologi,Praktis,Teknik Elektro
90,96,78,Teknologi,Praktis,Teknik Elektro
92,96,76,Teknologi,Praktis,Teknik Elektro
90,96,71,Teknologi,Praktis,Teknik Elektro
92,99,71,Teknologi,Praktis,Teknik Elektro
92,97,73,Teknologi,Praktis,Teknik Elektro
94,100,72,Teknologi,Praktis,Teknik Elektro
90,93,78,Teknologi,Praktis,Teknik Elektro
93,94,70,Teknologi,Praktis,Teknik Elektro
95,95,76,Teknologi,Praktis,Teknik Elektro
90,100,70,Teknologi,Praktis,Teknik Elektro
90,96,78,Teknologi,Praktis,Teknik Elektro
94,95,75,Teknologi,Praktis,Teknik Elektro
93,99,70,Teknologi,Praktis,Teknik Elektro
91,99,70,Teknologi,Praktis,Teknik Elektro
93,94,77,Teknologi,Praktis,Teknik Elektro
95,95,70,Teknologi,Praktis,Teknik Elektro
93,93,74,Teknologi,Praktis,Teknik Elektro
92,95,77,Teknologi,Praktis,Teknik Elektro
94,100,70,Teknologi,Praktis,Teknik Elektro
93,100,70,Teknologi,Praktis,Teknik Elektro
90,95,72,Teknologi,Praktis,Teknik Elektro
92,99,79,Teknologi,Praktis,Teknik Elektro
95,98,72,Teknologi,Praktis,Teknik Elektro
90,95,70,Teknologi,Praktis,Teknik Elektro
94,96,76,Teknologi,Praktis,Teknik Elektro
93,96,80,Teknologi,Praktis,Teknik Elektro
92,93,71,Teknologi,Praktis,Teknik Elektro
90,93,70,Teknologi,Praktis,Teknik Elektro
93,99,72,Teknologi,Praktis,Teknik Elektro
94,97,80,Teknologi,Praktis,Teknik Elektro
93,97,73,Teknologi,Praktis,Teknik Elektro
94,93,74,Teknologi,Praktis,Teknik Elektro
91,96,78,Teknologi,Praktis,Teknik Elektro
90,94,72,Teknologi,Praktis,Teknik Elektro
90,96,71,Teknologi,Praktis,Teknik Elektro
92,97,77,Teknologi,Praktis,Teknik Elektro
92,99,77,Teknologi,Praktis,Teknik Elektro
91,95,74,Teknologi,Praktis,Teknik Elektro
91,94,73,Teknologi,Praktis,Teknik Elektro
93,98,70,Teknologi,Praktis,Teknik Elektro
91,100,79,Teknologi,Praktis,Teknik Elektro
94,95,77,Teknologi,Praktis,Teknik Elektro
90,97,78,Teknologi,Praktis,Teknik Elektro
93,93,77,Teknologi,Praktis,Teknik Elektro
91,99,74,Teknologi,Praktis,Teknik Elektro
92,99,71,Teknologi,Praktis,Teknik Elektro
92,95,80,Teknologi,Praktis,Teknik Elektro
95,96,78,Teknologi,Praktis,Teknik Elektro
93,99,77,Teknologi,Praktis,Teknik Elektro
92,94,78,Teknologi,Praktis,Teknik Elektro
93,100,74,Teknologi,Praktis,Teknik Elektro
91,96,77,Teknologi,Praktis,Teknik Elektro
94,94,76,Teknologi,Praktis,Teknik Elektro
93,97,72,Teknologi,Praktis,Teknik Elektro
91,98,77,Teknologi,Praktis,Teknik Elektro
94,99,78,Teknologi,Praktis,Teknik Elektro
91,95,79,Teknologi,Praktis,Teknik Elektro
91,93,76,Teknologi,Praktis,Teknik Elektro
92,100,74,Teknologi,Praktis,Teknik Elektro
92,96,76,Teknologi,Praktis,Teknik Elektro
93,94,77,Teknologi,Praktis,Teknik Elektro
93,100,79,Teknologi,Praktis,Teknik Elektro
95,94,74,Teknologi,Praktis,Teknik Elektro
94,99,78,Teknologi,Praktis,Teknik Elektro
93,100,73,Teknologi,Praktis,Teknik Elektro
95,99,75,Teknologi,Praktis,Teknik Elektro
94,99,77,Teknologi,Praktis,Teknik Elektro
92,96,76,Teknologi,Praktis,Teknik Elektro
92,99,70,Teknologi,Praktis,Teknik Elektro
94,93,70,Teknologi,Praktis,Teknik Elektro
92,100,76,Teknologi,Praktis,Teknik Elektro
93,98,76,Teknologi,Praktis,Teknik Elektro
94,93,71,Teknologi,Praktis,Teknik Elektro
93,100,78,Teknologi,Praktis,Teknik Elektro
92,94,72,Teknologi,Praktis,Teknik Elektro
91,93,72,Teknologi,Praktis,Teknik Elektro
94,100,78,Teknologi,Praktis,Teknik Elektro
94,95,70,Teknologi,Praktis,Teknik Elektro
92,95,75,Teknologi,Praktis,Teknik Elektro
92,94,78,Teknologi,Praktis,Teknik Elektro
90,98,70,Teknologi,Praktis,Teknik Elektro
92,97,72,Teknologi,Praktis,Teknik Elektro
94,94,75,Teknologi,Praktis,Teknik Elektro
95,99,70,Teknologi,Praktis,Teknik Elektro
94,93,72,Teknologi,Praktis,Teknik Elektro
92,100,76,Teknologi,Praktis,Teknik Elektro
90,93,78,Teknologi,Praktis,Teknik Elektro
94,97,73,Teknologi,Praktis,Teknik Elektro
90,100,77,Teknologi,Praktis,Teknik Elektro
93,97,78,Teknologi,Praktis,Teknik Elektro
92,99,72,Teknologi,Praktis,Teknik Elektro
93,100,71,Teknologi,Praktis,Teknik Elektro
90,97,79,Teknologi,Praktis,Teknik Elektro
92,96,73,Teknologi,Praktis,Teknik Elektro
93,97,70,Teknologi,Praktis,Teknik Elektro
92,99,77,Teknologi,Praktis,Teknik Elektro
94,93,80,Teknologi,Praktis,Teknik Elektro
92,94,76,Teknologi,Praktis,Teknik Elektro
90,99,70,Teknologi,Praktis,Teknik Elektro
94,100,76,Teknologi,Praktis,Teknik Elektro
91,95,79,Teknologi,Praktis,Teknik Elektro
91,100,74,Teknologi,Praktis,Teknik Elektro
90,94,78,Teknologi,Praktis,Teknik Elektro
94,95,74,Teknologi,Praktis,Teknik Elektro
95,97,77,Teknologi,Praktis,Teknik Elektro
92,98,77,Teknologi,Praktis,Teknik Elektro
94,99,76,Teknologi,Praktis,Teknik Elektro
94,99,72,Teknologi,Praktis,Teknik Elektro
92,99,80,Teknologi,Praktis,Teknik Elektro
95,93,78,Teknologi,Praktis,Teknik Elektro
92,94,77,Teknologi,Praktis,Teknik Elektro
94,98,76,Teknologi,Praktis,Teknik Elektro
93,94,70,Teknologi,Praktis,Teknik Elektro
94,97,77,Teknologi,Praktis,Teknik Elektro
90,94,74,Teknologi,Praktis,Teknik Elektro
90,99,71,Teknologi,Praktis,Teknik Elektro
94,95,73,Teknologi,Praktis,Teknik Elektro
95,94,75,Teknologi,Praktis,Teknik Elektro
93,98,78,Teknologi,Praktis,Teknik Elektro
95,93,70,Teknologi,Praktis,Teknik Elektro
90,93,70,Teknologi,Praktis,Teknik Elektro
92,96,77,Teknologi,Praktis,Teknik Elektro
93,93,79,Teknologi,Praktis,Teknik Elektro
92,96,71,Teknologi,Praktis,Teknik Elektro
93,97,77,Teknologi,Praktis,Teknik Elektro
94,95,71,Teknologi,Praktis,Teknik Elektro
91,97,76,Teknologi,Praktis,Teknik Elektro
91,100,76,Teknologi,Praktis,Teknik Elektro
90,96,72,Teknologi,Praktis,Teknik Elektro
92,100,73,Teknologi,Praktis,Teknik Elektro
95,93,75,Teknologi,Praktis,Teknik Elektro
94,98,77,Teknologi,Praktis,Teknik Elektro
90,98,79,Teknologi,Praktis,Teknik Elektro
91,100,71,Teknologi,Praktis,Teknik Elektro
95,95,70,Teknologi,Praktis,Teknik Elektro
92,94,78,Teknologi,Praktis,Teknik Elektro
93,100,78,Teknologi,Praktis,Teknik Elektro
90,97,76,Teknologi,Praktis,Teknik Elektro
93,97,76,Teknologi,Praktis,Teknik Elektro
94,96,76,Teknologi,Praktis,Teknik Elektro
92,93,71,Teknologi,Praktis,Teknik Elektro
92,94,70,Teknologi,Praktis,Teknik Elektro
94,93,75,Teknologi,Praktis,Teknik Elektro
93,94,77,Teknologi,Praktis,Teknik Elektro
93,98,76,Teknologi,Praktis,Teknik Elektro
95,97,73,Teknologi,Praktis,Teknik Elektro
93,95,80,Teknologi,Praktis,Teknik Elektro
94,97,71,Teknologi,Praktis,Teknik Elektro
94,96,74,Teknologi,Praktis,Teknik Elektro
93,96,75,Teknologi,Praktis,Teknik Elektro
93,100,75,Teknologi,Praktis,Teknik Elektro
93,93,79,Teknologi,Praktis,Teknik Elektro
90,99,78,Teknologi,Praktis,Teknik Elektro
94,93,80,Teknologi,Praktis,Teknik Elektro
93,94,80,Teknologi,Praktis,Teknik Elektro
95,93,70,Teknologi,Praktis,Teknik Elektro
95,94,71,Teknologi,Praktis,Teknik Elektro
92,94,78,Teknologi,Praktis,Teknik Elektro
95,100,70,Teknologi,Praktis,Teknik Elektro
95,95,75,Teknologi,Praktis,Teknik Elektro
94,98,77,Teknologi,Praktis,Teknik Elektro
93,97,73,Teknologi,Praktis,Teknik Elektro
95,100,73,Teknologi,Praktis,Teknik Elektro
95,100,78,Teknologi,Praktis,Teknik Elektro
91,97,71,Teknologi,Praktis,Teknik Elektro
92,96,80,Teknologi,Praktis,Teknik Elektro
93,93,74,Teknologi,Praktis,Teknik Elektro
92,99,70,Teknologi,Praktis,Teknik Elektro
91,100,76,Teknologi,Praktis,Teknik Elektro
95,96,70,Teknologi,Praktis,Teknik Elektro
95,95,75,Teknologi,Praktis,Teknik Elektro
91,96,72,Teknologi,Praktis,Teknik Elektro
95,95,79,Teknologi,Praktis,Teknik Elektro
91,94,73,Teknologi,Praktis,Teknik Elektro
90,98,79,Teknologi,Praktis,Teknik Elektro
95,100,70,Teknologi,Praktis,Teknik Elektro
93,95,70,Teknologi,Praktis,Teknik Elektro
92,99,78,Teknologi,Praktis,Teknik Elektro
95,100,77,Teknologi,Praktis,Teknik Elektro
94,97,74,Teknologi,Praktis,Teknik Elektro
92,99,79,Teknologi,Praktis,Teknik Elektro
95,95,79,Teknologi,Praktis,Teknik Elektro
94,93,78,Teknologi,Praktis,Teknik Elektro
93,100,78,Teknologi,Praktis,Teknik Elektro
93,95,72,Teknologi,Praktis,Teknik Elektro
93,93,71,Teknologi,Praktis,Teknik Elektro
94,100,78,Teknologi,Praktis,Teknik Elektro
90,98,79,Teknologi,Praktis,Teknik Elektro
94,98,79,Teknologi,Praktis,Teknik Elektro
95,94,74,Teknologi,Praktis,Teknik Elektro
94,95,75,Teknologi,Praktis,Teknik Elektro
91,95,73,Teknologi,Praktis,Teknik Elektro
90,95,71,Teknologi,Praktis,Teknik Elektro
93,96,71,Teknologi,Praktis,Teknik Elektro
93,96,76,Teknologi,Praktis,Teknik Elektro
94,93,79,Teknologi,Praktis,Teknik Elektro
93,100,80,Teknologi,Praktis,Teknik Elektro
93,94,77,Teknologi,Praktis,Teknik Elektro
91,99,70,Teknologi,Praktis,Teknik Elektro
91,99,70,Teknologi,Praktis,Teknik Elektro
93,93,77,Teknologi,Praktis,Teknik Elektro
94,98,79,Teknologi,Praktis,Teknik Elektro
93,97,80,Teknologi,Praktis,Teknik Elektro
91,95,79,Teknologi,Praktis,Teknik Elektro
90,94,80,Teknologi,Praktis,Teknik Elektro
95,98,71,Teknologi,Praktis,Teknik Elektro
95,97,71,Teknologi,Praktis,Teknik Elektro
94,95,72,Teknologi,Praktis,Teknik Elektro
93,100,71,Teknologi,Praktis,Teknik Elektro
90,98,77,Teknologi,Praktis,Teknik Elektro
95,95,76,Teknologi,Praktis,Teknik Elektro
92,98,80,Teknologi,Praktis,Teknik Elektro
94,95,75,Teknologi,Praktis,Teknik Elektro
95,95,71,Teknologi,Praktis,Teknik Elektro
93,94,72,Teknologi,Praktis,Teknik Elektro
92,95,70,Teknologi,Praktis,Teknik Elektro
95,93,79,Teknologi,Praktis,Teknik Elektro
94,95,79,Teknologi,Praktis,Teknik Elektro
95,97,73,Teknologi,Praktis,Teknik Elektro
91,100,80,Teknologi,Praktis,Teknik Elektro
90,96,72,Teknologi,Praktis,Teknik Elektro
94,95,77,Teknologi,Praktis,Teknik Elektro
90,100,74,Teknologi,Praktis,Teknik Elektro
90,99,78,Teknologi,Praktis,Teknik Elektro
95,94,75,Teknologi,Praktis,Teknik Elektro
90,93,80,Teknologi,Praktis,Teknik Elektro
90,93,78,Teknologi,Praktis,Teknik Elektro
91,95,77,Teknologi,Praktis,Teknik Elektro
95,97,73,Teknologi,Praktis,Teknik Elektro
92,96,74,Teknologi,Praktis,Teknik Elektro
94,96,78,Teknologi,Praktis,Teknik Elektro
94,96,73,Teknologi,Praktis,Teknik Elektro
90,95,73,Teknologi,Praktis,Teknik Elektro
91,98,74,Teknologi,Praktis,Teknik Elektro
90,94,79,Teknologi,Praktis,Teknik Elektro
95,95,80,Teknologi,Praktis,Teknik Elektro
95,95,75,Teknologi,Praktis,Teknik Elektro
94,95,73,Teknologi,Praktis,Teknik Elektro
91,95,80,Teknologi,Praktis,Teknik Elektro
95,97,76,Teknologi,Praktis,Teknik Elektro
92,95,70,Teknologi,Praktis,Teknik Elektro
90,93,76,Teknologi,Praktis,Teknik Elektro
91,100,76,Teknologi,Praktis,Teknik Elektro
93,100,78,Teknologi,Praktis,Teknik Elektro
92,99,73,Teknologi,Praktis,Teknik Elektro
95,100,75,Teknologi,Praktis,Teknik Elektro
94,96,76,Teknologi,Praktis,Teknik Elektro
94,95,72,Teknologi,Praktis,Teknik Elektro
90,94,78,Teknologi,Praktis,Teknik Elektro
91,95,74,Teknologi,Praktis,Teknik Elektro
93,93,74,Teknologi,Praktis,Teknik Elektro
90,96,78,Teknologi,Praktis,Teknik Elektro
91,97,77,Teknologi,Praktis,Teknik Elektro
93,93,70,Teknologi,Praktis,Teknik Elektro
93,100,79,Teknologi,Praktis,Teknik Elektro
95,96,80,Teknologi,Praktis,Teknik Elektro
91,100,75,Teknologi,Praktis,Teknik Elektro
94,97,79,Teknologi,Praktis,Teknik Elektro
95,93,74,Teknologi,Praktis,Teknik Elektro
93,93,75,Teknologi,Praktis,Teknik Elektro
90,97,76,Teknologi,Praktis,Teknik Elektro
93,93,78,Teknologi,Praktis,Teknik Elektro
92,95,70,Teknologi,Praktis,Teknik Elektro
95,99,80,Teknologi,Praktis,Teknik Elektro
92,94,70,Teknologi,Praktis,Teknik Elektro
95,95,72,Teknologi,Praktis,Teknik Elektro
94,99,72,Teknologi,Praktis,Teknik Elektro
92,97,73,Teknologi,Praktis,Teknik Elektro
92,100,78,Teknologi,Praktis,Teknik Elektro
90,96,78,Teknologi,Praktis,Teknik Elektro
93,97,70,Teknologi,Praktis,Teknik Elektro
90,98,79,Teknologi,Praktis,Teknik Elektro
93,96,70,Teknologi,Praktis,Teknik Elektro
94,96,76,Teknologi,Praktis,Teknik Elektro
95,96,80,Teknologi,Praktis,Teknik Elektro
95,95,73,Teknologi,Praktis,Teknik Elektro
93,98,77,Teknologi,Praktis,Teknik Elektro
94,99,74,Teknologi,Praktis,Teknik Elektro
90,93,74,Teknologi,Praktis,Teknik Elektro
90,99,75,Teknologi,Praktis,Teknik Elektro
94,98,79,Teknologi,Praktis,Teknik Elektro
95,100,73,Teknologi,Praktis,Teknik Elektro
94,95,71,Teknologi,Praktis,Teknik Elektro
92,94,71,Teknologi,Praktis,Teknik Elektro
93,100,73,Teknologi,Praktis,Teknik Elektro
92,99,70,Teknologi,Praktis,Teknik Elektro
94,97,71,Teknologi,Praktis,Teknik Elektro
95,100,77,Teknologi,Praktis,Teknik Elektro
93,98,70,Teknologi,Praktis,Teknik Elektro
94,98,77,Teknologi,Praktis,Teknik Elektro
93,99,76,Teknologi,Praktis,Teknik Elektro
94,95,70,Teknologi,Praktis,Teknik Elektro
93,93,74,Teknologi,Praktis,Teknik Elektro
90,94,79,Teknologi,Praktis,Teknik Elektro
93,99,70,Teknologi,Praktis,Teknik Elektro
92,94,80,Teknologi,Praktis,Teknik Elektro
93,99,79,Teknologi,Praktis,Teknik Elektro
93,98,74,Teknologi,Praktis,Teknik Elektro
91,96,78,Teknologi,Praktis,Teknik Elektro
91,95,70,Teknologi,Praktis,Teknik Elektro
92,94,76,Teknologi,Praktis,Teknik Elektro
91,99,72,Teknologi,Praktis,Teknik Elektro
93,97,76,Teknologi,Praktis,Teknik Elektro
94,94,79,Teknologi,Praktis,Teknik Elektro
95,93,77,Teknologi,Praktis,Teknik Elektro
93,94,78,Teknologi,Praktis,Teknik Elektro
95,100,77,Teknologi,Praktis,Teknik Elektro
92,94,80,Teknologi,Praktis,Teknik Elektro
92,93,72,Teknologi,Praktis,Teknik Elektro
94,94,75,Teknologi,Praktis,Teknik Elektro
93,93,75,Teknologi,Praktis,Teknik Elektro
94,95,71,Teknologi,Praktis,Teknik Elektro
94,99,76,Teknologi,Praktis,Teknik Elektro
91,100,80,Teknologi,Praktis,Teknik Elektro
94,96,76,Teknologi,Praktis,Teknik Elektro
93,97,70,Teknologi,Praktis,Teknik Elektro
90,98,74,Teknologi,Praktis,Teknik Elektro
91,98,74,Teknologi,Praktis,Teknik Elektro
95,100,73,Teknologi,Praktis,Teknik Elektro
91,100,76,Teknologi,Praktis,Teknik Elektro
95,94,76,Teknologi,Praktis,Teknik Elektro
92,94,71,Teknologi,Praktis,Teknik Elektro
94,96,76,Teknologi,Praktis,Teknik Elektro
95,97,73,Teknologi,Praktis,Teknik Elektro
94,93,80,Teknologi,Praktis,Teknik Elektro
95,99,79,Teknologi,Praktis,Teknik Elektro
90,98,80,Teknologi,Praktis,Teknik Elektro
95,93,73,Teknologi,Praktis,Teknik Elektro
95,100,73,Teknologi,Praktis,Teknik Elektro
95,95,75,Teknologi,Praktis,Teknik Elektro
93,95,72,Teknologi,Praktis,Teknik Elektro
95,93,71,Teknologi,Praktis,Teknik Elektro
91,95,79,Teknologi,Praktis,Teknik Elektro
93,93,72,Teknologi,Praktis,Teknik Elektro
92,93,71,Teknologi,Praktis,Teknik Elektro
94,93,75,Teknologi,Praktis,Teknik Elektro
91,98,78,Teknologi,Praktis,Teknik Elektro
95,95,73,Teknologi,Praktis,Teknik Elektro
91,98,79,Teknologi,Praktis,Teknik Elektro
90,93,70,Teknologi,Praktis,Teknik Elektro
94,99,72,Teknologi,Praktis,Teknik Elektro
94,97,71,Teknologi,Praktis,Teknik Elektro
91,95,70,Teknologi,Praktis,Teknik Elektro
95,98,77,Teknologi,Praktis,Teknik Elektro
93,99,67,Teknologi,Praktis,Teknik Mesin
94,93,75,Teknologi,Praktis,Teknik Mesin
94,97,69,Teknologi,Praktis,Teknik Mesin
95,94,73,Teknologi,Praktis,Teknik Mesin
93,99,67,Teknologi,Praktis,Teknik Mesin
95,100,73,Teknologi,Praktis,Teknik Mesin
92,95,70,Teknologi,Praktis,Teknik Mesin
91,96,72,Teknologi,Praktis,Teknik Mesin
90,96,74,Teknologi,Praktis,Teknik Mesin
92,99,69,Teknologi,Praktis,Teknik Mesin
92,100,71,Teknologi,Praktis,Teknik Mesin
90,100,67,Teknologi,Praktis,Teknik Mesin
90,96,68,Teknologi,Praktis,Teknik Mesin
90,94,67,Teknologi,Praktis,Teknik Mesin
92,98,68,Teknologi,Praktis,Teknik Mesin
95,100,72,Teknologi,Praktis,Teknik Mesin
92,97,67,Teknologi,Praktis,Teknik Mesin
92,98,70,Teknologi,Praktis,Teknik Mesin
92,100,70,Teknologi,Praktis,Teknik Mesin
91,97,65,Teknologi,Praktis,Teknik Mesin
91,95,69,Teknologi,Praktis,Teknik Mesin
95,94,75,Teknologi,Praktis,Teknik Mesin
90,96,74,Teknologi,Praktis,Teknik Mesin
91,99,75,Teknologi,Praktis,Teknik Mesin
90,96,69,Teknologi,Praktis,Teknik Mesin
92,93,70,Teknologi,Praktis,Teknik Mesin
95,95,66,Teknologi,Praktis,Teknik Mesin
91,95,75,Teknologi,Praktis,Teknik Mesin
93,96,69,Teknologi,Praktis,Teknik Mesin
94,98,73,Teknologi,Praktis,Teknik Mesin
90,100,74,Teknologi,Praktis,Teknik Mesin
91,96,73,Teknologi,Praktis,Teknik Mesin
95,94,75,Teknologi,Praktis,Teknik Mesin
90,98,75,Teknologi,Praktis,Teknik Mesin
92,100,74,Teknologi,Praktis,Teknik Mesin
91,98,67,Teknologi,Praktis,Teknik Mesin
94,95,72,Teknologi,Praktis,Teknik Mesin
94,93,72,Teknologi,Praktis,Teknik Mesin
94,94,71,Teknologi,Praktis,Teknik Mesin
95,93,65,Teknologi,Praktis,Teknik Mesin
91,95,66,Teknologi,Praktis,Teknik Mesin
94,97,75,Teknologi,Praktis,Teknik Mesin
90,99,67,Teknologi,Praktis,Teknik Mesin
95,93,72,Teknologi,Praktis,Teknik Mesin
92,94,69,Teknologi,Praktis,Teknik Mesin
94,99,68,Teknologi,Praktis,Teknik Mesin
94,96,66,Teknologi,Praktis,Teknik Mesin
92,93,70,Teknologi,Praktis,Teknik Mesin
95,93,65,Teknologi,Praktis,Teknik Mesin
93,93,65,Teknologi,Praktis,Teknik Mesin
91,94,75,Teknologi,Praktis,Teknik Mesin
92,100,70,Teknologi,Praktis,Teknik Mesin
91,94,65,Teknologi,Praktis,Teknik Mesin
95,99,69,Teknologi,Praktis,Teknik Mesin
92,100,69,Teknologi,Praktis,Teknik Mesin
91,96,72,Teknologi,Praktis,Teknik Mesin
93,99,67,Teknologi,Praktis,Teknik Mesin
95,98,75,Teknologi,Praktis,Teknik Mesin
94,96,75,Teknologi,Praktis,Teknik Mesin
91,96,74,Teknologi,Praktis,Teknik Mesin
93,98,72,Teknologi,Praktis,Teknik Mesin
90,94,65,Teknologi,Praktis,Teknik Mesin
94,96,71,Teknologi,Praktis,Teknik Mesin
93,99,73,Teknologi,Praktis,Teknik Mesin
90,98,68,Teknologi,Praktis,Teknik Mesin
95,97,75,Teknologi,Praktis,Teknik Mesin
94,95,69,Teknologi,Praktis,Teknik Mesin
94,98,73,Teknologi,Praktis,Teknik Mesin
95,100,71,Teknologi,Praktis,Teknik Mesin
93,99,67,Teknologi,Praktis,Teknik Mesin
93,99,65,Teknologi,Praktis,Teknik Mesin
90,98,69,Teknologi,Praktis,Teknik Mesin
92,94,72,Teknologi,Praktis,Teknik Mesin
93,94,69,Teknologi,Praktis,Teknik Mesin
90,98,65,Teknologi,Praktis,Teknik Mesin
91,97,70,Teknologi,Praktis,Teknik Mesin
94,95,69,Teknologi,Praktis,Teknik Mesin
95,94,72,Teknologi,Praktis,Teknik Mesin
91,96,74,Teknologi,Praktis,Teknik Mesin
90,100,70,Teknologi,Praktis,Teknik Mesin
90,99,72,Teknologi,Praktis,Teknik Mesin
90,97,71,Teknologi,Praktis,Teknik Mesin
95,95,68,Teknologi,Praktis,Teknik Mesin
91,98,71,Teknologi,Praktis,Teknik Mesin
90,96,70,Teknologi,Praktis,Teknik Mesin
90,94,71,Teknologi,Praktis,Teknik Mesin
92,95,71,Teknologi,Praktis,Teknik Mesin
92,98,74,Teknologi,Praktis,Teknik Mesin
92,96,68,Teknologi,Praktis,Teknik Mesin
95,97,72,Teknologi,Praktis,Teknik Mesin
95,97,72,Teknologi,Praktis,Teknik Mesin
91,93,70,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
91,93,72,Teknologi,Praktis,Teknik Mesin
93,97,74,Teknologi,Praktis,Teknik Mesin
95,94,73,Teknologi,Praktis,Teknik Mesin
95,95,68,Teknologi,Praktis,Teknik Mesin
94,96,69,Teknologi,Praktis,Teknik Mesin
90,99,75,Teknologi,Praktis,Teknik Mesin
92,93,74,Teknologi,Praktis,Teknik Mesin
93,99,67,Teknologi,Praktis,Teknik Mesin
93,96,72,Teknologi,Praktis,Teknik Mesin
92,98,67,Teknologi,Praktis,Teknik Mesin
90,94,67,Teknologi,Praktis,Teknik Mesin
91,94,74,Teknologi,Praktis,Teknik Mesin
91,100,73,Teknologi,Praktis,Teknik Mesin
94,95,71,Teknologi,Praktis,Teknik Mesin
94,99,68,Teknologi,Praktis,Teknik Mesin
91,95,69,Teknologi,Praktis,Teknik Mesin
95,93,67,Teknologi,Praktis,Teknik Mesin
92,97,68,Teknologi,Praktis,Teknik Mesin
93,95,65,Teknologi,Praktis,Teknik Mesin
93,93,73,Teknologi,Praktis,Teknik Mesin
